"";".value.-0.999316374771297";".value.-0.894162562896351";".value.-0.789008751021404";".value.-0.683854939146458";".value.-0.578701127271511";".value.-0.473547315396565";".value.-0.368393503521618";".value.-0.263239691646672";".value.-0.158085879771725";".value.-0.0529320678967787";".value.0.0522217439781678";".value.0.157375555853114";".value.0.262529367728061";".value.0.367683179603007";".value.0.472836991477954";".value.0.5779908033529";".value.0.683144615227847";".value.0.788298427102793";".value.0.89345223897774";".value.0.998606050852686"
"301";-0,328161460777577;0,405818502917762;0,718539594332275;0,675571694995019;0,428938378861826;0,561397342988288;0,312459200002384;0,314163611157056;0,187779908129811;-0,00499343614451564;0,117005499749726;0,228654397003421;0,120215471412673;0,155445214454778;0,0889958798255613;0,151596240899446;0,170856888151728;0,520876733945334;0,307069648507226;0,257752240560232
"321";-5,63442196548049;-5,32695806885283;-5,22575840613943;-4,90297730563634;-4,30619310091834;-2,65213646250611;-2,35931028314395;-2,02413279368535;-0,945237160278671;-0,229127675989867;0,180628941705895;0,778609637647009;1,7458912287938;2,14412575352881;3,21376064333122;4,0684356670151;5,16460330087995;5,14515248722455;4,6341882632918;4,53877228676852
"341";-5,98072314260078;-5,78391238912194;-6,10834043831371;-5,32342589243879;-4,74773102796046;-2,92944636417707;-2,31491607618782;-1,89113993212037;-0,673596121371753;-0,0806507103523426;0,407138161578703;1,04363965532133;1,6836529220666;2,05109845165257;2,83755815866662;3,85443909095962;4,78079289660604;5,03325509686997;4,85373203733235;5,33859720747962
"361";2,38170468763977;3,64027242447441;3,5219697254982;3,43418965379055;2,74541636795745;1,81974066202995;0,969359219908352;0,794190599301307;0,446403042190659;0,116339875588918;-0,70069214775902;-1,14008289513918;-1,83317767171078;-2,21778290236531;-2,49095560191266;-3,21706587275353;-3,83838662458002;-4,45396332522238;-5,69422295840646;-5,40504965773059
"381";-5,80529039562339;-5,54277047049669;-5,60865364933153;-5,15050601229553;-4,50837502329988;-2,99445498448327;-2,8157900561705;-2,42605933888054;-1,39459531168341;-0,736623339684123;-0,292192158030175;0,219048239373951;1,24192704215873;1,72570686299828;2,71658273521742;3,53099564077211;4,54229370096134;4,55012985601959;4,1079138286114;3,91441373342719
"401";3,27583378682571;4,27223765326921;4,11051474352568;3,58322352857717;2,74050780801704;1,69796151193252;0,823664684943521;0,564105546628721;0,30997986766759;-0,0964733179083146;-0,89929306891396;-1,51070852159082;-2,01665946502318;-2,84941129748128;-3,14352374576832;-3,98215646520765;-4,34680148342774;-4,89488677256262;-5,42623547330416;-5,11793595852132
"421";3,28538194854147;5,0379398878168;4,61196985754583;4,31873323044406;3,47528665210075;2,48991096180969;1,96478484363958;1,49243036719193;0,771082303109144;0,478316631991622;-0,139396331037568;-0,584462699616609;-1,05830025892201;-1,39953303019784;-1,71445032016281;-2,59044833361633;-3,37542852971026;-3,9377180856846;-5,75897133854085;-4,95699691983513
"441";2,96889486215606;4,46852294765922;4,04293454608319;3,8691045808107;3,01358928846562;2,18838562264544;1,30531419136162;1,18382283102891;0,913018053739744;0,468443311551585;-0,311464083149053;-0,680596604808362;-1,27029321621495;-1,6411724954488;-1,88728865828617;-2,70363028158047;-3,24855613764413;-3,91289333380932;-5,2616907581344;-5,0061270245421
"461";-5,62302761583138;-5,24465468140434;-5,38798065442162;-4,85435208003675;-4,14248930286755;-2,263067279853;-1,59887046577386;-1,19353541477077;-0,12087412691046;0,189111583716124;0,423957240100955;0,887347799419707;1,45105822322335;1,81501359584714;3,08497838585772;3,89424045094882;4,56614544243715;4,72425410178441;4,46021178964087;4,39876204301461
"481";3,16050232148782;4,67234267329013;3,93049368220849;3,71331312664887;2,99865054325507;1,7604591400604;0,935883771101932;0,447047772683595;-0,119224118600084;-0,381181530197624;-1,04266833766224;-1,25866687625097;-1,63742254134551;-1,93537952793961;-2,04694245450778;-2,84551418422662;-3,56030459867828;-4,15503821670238;-5,8301840935965;-5,35855997260468
"501";-0,974720554199705;-0,368636979096995;-0,0069416554349351;0,0498595028028714;-0,131225273546654;0,258365468286497;-0,078806638752295;-0,00903370220116774;-0,0566725162021339;-0,138521643958475;0,0395870847202327;0,0990256815967165;0,0783757094890917;0,0428322904795928;0,02678293155538;-0,0138391945175415;-0,101511938927777;0,100054382943753;-0,488093790883414;-0,364263777390406
"521";-9,01186415696296;-9,07311359587012;-8,23715526794268;-7,5094144101878;-7,00777450087419;-4,16526877831393;-3,05910124472659;-2,57715961063944;-1,41251303667331;-0,590166559169177;0,476883345739724;1,47753458308056;2,15994362953123;2,67687247696696;4,12320973809671;6,05271393684536;6,77864875870973;7,47106322036679;7,90640195504127;7,2846475425654
"541";-11,2264784985833;-11,434565941316;-10,1017644594783;-9,23224341702786;-8,3801168057899;-4,63447219308606;-3,55419948909845;-2,77804168360366;-1,52394224164705;-0,795780735629365;-0,065693904957705;1,28647398317591;2,25776172392447;3,24776022791811;4,8872499814652;7,0500821914068;8,8977059724512;9,62648795370894;10,30547591895;9,23771737778431
"561";-1,02860659987494;-0,133815187702561;0,15616190148264;0,219425943086506;0,147360108523649;0,116366842190851;0,11686280541795;0,0987660537911339;0,0579178886798569;0,00893048104219283;0,289698038327515;0,330304691720461;0,210801450155507;0,163558604079568;0,216639631159158;0,289739636955124;0,325384714660907;0,706606943534732;0,338911959806254;0,7049869506435
"581";2,3130069579708;3,59911939665163;3,5751777555747;3,56435063253457;2,76135894773495;2,47640599094607;1,82456022007164;1,53845407514601;1,17086679758248;0,707430511324185;-0,269274584099219;-0,687720289558032;-1,33424447684791;-1,65611009935477;-1,98672246869878;-2,63266490262277;-3,08239182325045;-3,52737553551565;-4,34285541927641;-3,76970283086014
"601";3,62549484320337;4,4897927879068;4,46877413938196;4,08355763358423;3,44068977097192;2,91621976942929;1,89295779173775;1,70526451916704;1,54701009097476;1,17396868763847;0,590971332059756;0,157004542291739;-0,46384888167754;-1,00415673311579;-1,53193000569106;-2,01995549893883;-2,28698572396773;-2,34143889073389;-2,87934946055207;-3,02370686853469
"621";-5,7329235056578;-5,28761764676883;-5,50019146561193;-5,12164813658549;-4,48684386361347;-2,85462675702659;-2,19692575004229;-1,79547406728757;-0,376782371305347;0,168541534144544;0,486633004569376;0,890121796960794;1,48217322559648;2,0135901164341;3,31589550316143;4,11879368481909;4,81082829233253;4,97075020375484;4,53249016094431;4,65644768828445
"641";3,14181474798501;4,91308164996234;4,49146897169161;4,23155439827611;3,33045661720916;2,34192231977734;1,67294629673257;1,16921954209454;0,56785012334776;0,31226031185246;-0,272210485515068;-0,654910074073565;-1,10371119589623;-1,39640535875287;-1,68415054345048;-2,55794830482977;-3,42066182232592;-3,9613591995783;-5,77242161275314;-4,9672621890805
"661";-6,997465598937;-6,76787248108096;-6,33167926900476;-5,92766097563502;-5,10116385883186;-2,38956653180825;-1,72126550003749;-1,44511667986337;-0,381751131705438;0,310906735001098;0,795123967982374;1,85192103252914;2,87147748739092;3,44300064105026;5,02324641685745;6,55376503939066;7,43123906422505;7,45847317613096;7,36109199929884;6,87558073201595
"681";-5,97332783508489;-5,81356856622664;-6,12080213431573;-5,65788187934233;-4,93619704082996;-3,47628274618145;-2,73178783539016;-2,12797379775159;-0,625046199404935;-0,196541842299659;0,173446291627395;0,807103152969164;1,47977445306211;1,91571109092317;3,07271228174386;3,79342536483037;4,37099703121948;4,37555775993132;4,049057228851;4,14218475494107
"701";-1,01335648241866;-0,309765112809992;-0,0657520165224589;-0,0201647393931214;-0,138640487503147;0,0336336916429428;-0,163670119424222;-0,100564035323323;-0,130500879387985;-0,321968625539259;-0,143808226682735;-0,0206092968603742;-0,204463669470918;-0,104642087120831;-0,192381681193072;-0,069036312516083;0,0897741800948284;0,282947208385325;-0,074000355548361;-0,444153270548048
"721";-4,41785663596822;-4,03494948700463;-4,50358861358824;-4,0437410998387;-3,60057980778885;-2,43618545222768;-1,70570856248837;-1,21503803913479;0,147085053074966;0,648876653618831;1,17115386050454;1,86070090176906;2,38626627373293;2,73955467918591;3,4751950196988;4,13620317153829;4,93177365089028;4,87655336411883;4,5180782403697;4,91139326889971
"741";3,50972894580358;5,20983701863052;4,51401893367029;4,16979394533164;3,4134422345977;2,11647968418981;1,20037460791302;0,684355819423005;0,00259521936478672;-0,300082439908562;-0,934437026039643;-1,22319524589182;-1,64094487939812;-1,94666945371743;-2,07231448070119;-2,72532929099942;-3,4545393345986;-4,01918164891617;-5,69394512786492;-5,01985671346249
"761";-7,509315111129;-8,08815680952178;-7,58186687829979;-7,03180960494882;-6,40588607600496;-3,11944905701215;-2,19315081689609;-1,64005847492708;-0,466556129770044;0,442408174091154;1,17750172083782;2,60476370282542;3,37056915891266;4,27874836385559;5,72358884066979;7,15479164746377;8,13323956979671;8,61148055630315;8,87805891493284;8,46190162800689
"781";-1,30590218763018;-0,287079659563749;0,0712602783127258;0,0596645466855803;-0,230522290845104;0,10829440944181;0,011160989863636;-0,0242387692315866;-0,16116497178899;-0,226085743148296;0,204423893234912;0,288139760148321;0,136922841863803;0,21704149522328;0,236635378813508;0,266447198788039;0,195600754415683;0,526739149195072;-0,14450324951442;0,342262765752708
"801";-7,67713032381107;-7,64281170467584;-7,06002011041535;-6,7811969859744;-6,14787214585905;-3,40425449686393;-2,53785283621537;-2,36390325618025;-1,5918174042612;-0,689604294947919;0,122075030245486;1,54048334918173;2,40464120766895;3,12368453311975;4,66593450292521;6,42640210660859;7,0891451026959;7,47249238909513;7,74843309397483;7,26873332467685
"821";-1,63305490973566;-0,891379742579513;-0,655211752492197;-0,219536666402774;-0,104327796779434;0,351895935661215;0,0633748192477535;0,0976004560096211;0,0669406012590626;-0,0516432025142585;-0,131977369442131;-0,273359259752688;-0,452475040811026;-0,45504159818287;-0,501914444857027;-0,263521916852926;-0,114800536302757;-0,00629254621471733;-0,54562160592701;-0,0429839551105748
"841";3,09944653930084;4,80125970118161;4,32764665764029;3,99176566054986;3,13847344825574;1,99647213431913;1,17025922398614;0,705063694712912;0,121720477426725;-0,155477986829577;-0,761059718943408;-1,16706811768122;-1,5829140651408;-1,8495584131628;-2,0344912554531;-2,87718638646961;-3,6834224763377;-4,23277149914907;-6,14817486478988;-5,45423157383748
"861";-10,7389397046451;-10,5196226746999;-9,13567682814918;-8,28756481524806;-7,78619551153283;-4,69333685051771;-3,22904703148179;-2,32456006507028;-0,8853064210177;-0,115024729688284;0,786519113319471;2,10487065160259;3,12290533246089;3,80875651731251;5,1446048792486;7,25710418289234;8,64730222863369;9,74757824008429;10,6044488436118;10,245064176567
"881";-5,8762008821711;-5,35198746523966;-5,29456127015014;-4,98842866037554;-4,38129920921024;-2,44431236714203;-1,86002357828827;-1,59313170204294;-0,28244362267563;0,304628751196043;0,77293255926278;1,42828138052294;2,08886915910483;2,60769461110523;3,96062413662475;4,5721470095987;5,17830966198919;5,40646908184639;4,89067791062813;4,93622111169071
"901";-6,42019709770931;-6,29636630294265;-5,72594514319065;-5,44488732403584;-4,84683308298751;-2,18345570246879;-1,38945292526319;-1,11921469355445;-0,221941348916119;0,17989864088979;0,502403147280019;1,28567621390673;2,20602178583683;2,63964545169101;3,91259346732906;4,82135853504536;5,63026222758885;5,70977853689111;5,81241363053585;5,62051774292451
"921";-7,29895199470937;-7,15503092174424;-6,37462471064439;-5,77217941682294;-5,44724325500668;-2,86481757157777;-1,45865486930852;-0,872901996075526;0,32961973602972;1,1350907798008;1,91866378671459;2,96310591192451;3,38891455164741;4,05242637345384;5,53455157309402;7,35686094135121;8,67150922024193;9,1988836140357;9,5268343589819;9,23115265399736
"941";2,6742585509951;3,91726056076646;3,41865004662825;3,03985660652089;2,21163129202666;1,32525890203146;0,134893359010604;-0,00311442599355811;-0,183281900338505;-0,588754968082086;-0,81338440620501;-0,951863636040558;-1,30091827500037;-1,56465814109527;-1,88291426661976;-2,89480954843793;-3,47825107062384;-3,80559883411268;-4,57909262099701;-4,21526802909089
"961";2,99977887212291;4,4665806186728;4,07394260660676;3,85954676866548;3,20391477344144;2,10388564159067;1,49426605956706;1,12130950410831;0,384782303936836;0,0839724953750744;-0,697038275821047;-1,08610644673077;-1,65270405489402;-2,0792338167158;-2,49822221008956;-3,62292826238308;-4,3264194765499;-4,79208265825451;-6,21416944071966;-5,73967202117639
"981";-10,9695168585432;-11,0636554229134;-9,65685807400346;-8,53973896049031;-8,16390773899771;-5,04321218380086;-3,66472338281394;-2,66925272430187;-1,17015399489037;-0,196331500203014;0,7654937315907;2,32973812240227;3,4336440887789;4,34779983569818;6,00458976330429;8,31767033420411;10,114533286912;11,2377453199035;12,0832393481384;11,6603650460575
"1001";2,24622678690248;3,44863128851532;3,47886992465482;3,51909551044212;2,86955945675149;2,58195871318258;1,82218212047832;1,48268121496212;1,06875554456075;0,715422313125346;-0,16307558515996;-0,667829100206107;-1,3065089031521;-1,7422112271263;-2,02693956666781;-2,76111522264756;-3,20367567642742;-3,55458739630485;-4,50703219113099;-4,03083056673059
"1021";-5,39527452479378;-5,12492160465504;-5,06545821832728;-4,67334562302775;-4,22516452234201;-2,83747652431525;-2,15497625187577;-1,75668147249212;-0,45211238915642;0,0762962004828977;0,681875523774143;1,25082077628176;1,86450062557045;2,26801582314208;3,26438957364861;4,06574750533353;4,89699384474235;5,12318909551035;4,81891251947555;4,81998544542669
"1041";-0,243015003981617;0,613129131539212;0,742658328932914;0,744974353174575;0,651974694231371;0,7551224749936;0,515344909138006;0,570119436009867;0,549616730450534;0,448368059633034;0,404032549224903;0,313657798130688;0,082273737741975;0,0281475773707213;-0,084403189923507;-0,1337733612419;-0,0713329829174862;0,0135913812175764;-0,372284370130277;-0,0740471158121943
"1061";3,03744650786189;3,88799552367794;3,86644018035759;3,62903818596101;2,9529299971154;1,82780159439944;0,907998118052187;0,841549667747831;0,765864432620757;0,546820092282361;0,232023446733235;0,0172233726272353;-0,256396294892107;-0,642540259662117;-1,18897893531764;-1,79624803070758;-2,3152118472048;-2,35418904348988;-3,45610939264353;-3,34815709412164
"1081";-5,78033605639994;-5,49059742307554;-5,43109068489303;-4,7805310317806;-4,04788608103222;-2,39170647986313;-1,99645883461774;-1,61965999251528;-0,587224111702087;0,0655653647134284;0,520725595425689;1,10794957152582;1,98556504068599;2,45341427442692;3,48726130060528;4,35662490982979;5,38952993389749;5,33542019580307;4,86985668904425;4,92105593524387
"1101";1,48380808301759;2,61897695045839;2,43951552488396;2,32040011692446;1,87188700715316;1,04031092678872;0,201293158252144;0,16799609523434;0,135267236891082;-0,139847610237456;-0,308414098173785;-0,498578269391829;-0,935852322426346;-1,20698174910882;-1,47694555500314;-2,16285875526685;-2,68221288539222;-2,94512995100644;-4,58802642779149;-4,28658168537948
"1121";1,45322999605135;2,52952752598823;2,11759552412322;2,2026501171428;1,81690785017355;1,44085391995539;0,714008302414673;0,568951198993129;0,148251633891214;-0,0747280979815394;-0,199931503827148;-0,445615471139871;-0,609408366464635;-0,760098479131347;-0,971608531683893;-1,23284846223554;-1,26642552095305;-1,34289754719701;-2,19863110347696;-1,36419419850683
"1141";-11,4941084157628;-11,7097785221465;-10,2349653799204;-9,00033838888567;-8,57438310647565;-5,77869851715127;-4,21008091435654;-3,19204618656657;-1,62595276122875;-0,625761306867566;0,388322912775254;1,79305411609319;2,83372568660608;3,73217433134509;5,23508668652699;7,49421478791131;9,15346934449506;10,2960338005197;11,1151087096815;10,566662389931
"1161";-5,93948998276456;-5,75120289828208;-5,74726601086838;-5,19043292509305;-4,45989121524467;-2,91991793677015;-2,46725015684816;-2,1072153042864;-1,00317005014601;-0,309580892094418;0,147664906139727;0,794906551398336;1,64772215677113;2,06660512401714;3,04883508218532;3,89512225226221;4,92730839086207;4,85664980279194;4,41487280882453;4,39199248886241
"1181";-10,6471983505929;-10,832899326945;-9,61950670636334;-8,45402173129061;-8,15604971473165;-5,33784084406918;-3,82188121620718;-2,75432297052724;-1,24513952580224;-0,322095384654087;0,632102774048688;2,01396856162315;2,97859501649436;3,8747947252037;5,36549682865102;7,74266224699705;9,35746001015921;10,3948316381683;11,2200468524326;10,7620829332685
"1201";-8,516425794214;-8,72695227795633;-8,075908925714;-7,59563390125038;-7,00749993806705;-4,27502495711666;-3,14199178962515;-2,68141635938495;-1,71710844876195;-0,868952515033468;-0,210764206632737;1,26994176678893;2,20510641572835;3,17941410529206;4,70628155166316;6,81244274364396;7,93197440265659;8,41177352798941;8,69844777855807;8,23153103976128
"1221";-5,25380368047816;-4,85496079631503;-4,72126094903672;-3,92080869523479;-3,47432839434839;-1,72716674482871;-1,38527302564047;-1,16937541231235;-0,197843966034757;0,429405312064619;0,804811853590536;1,53338329831715;2,22509598487853;2,56584115968132;3,06648842444098;3,78561632656756;4,82859448310238;4,85013628983172;4,79468915329737;5,51677939084351
"1241";-5,87424570109564;-5,32181078280427;-5,34895159298972;-5,05151783155566;-4,47556897266452;-2,6173523697253;-2,0271585477655;-1,73647364195051;-0,39444351149226;0,19536011036862;0,627558095154336;1,1421377381856;1,77670909675313;2,27970409719621;3,58256013639481;4,23924532967223;4,96594615592021;5,16173952643005;4,58485547522353;4,56666360842925
"1261";1,93895825534171;3,08008532770735;2,58983307354855;2,52688997270565;2,00499801311387;1,04759126916516;0,664758759833392;0,357159825287774;-0,344619813351625;-0,589578178043001;-1,21364118633912;-1,55591271955237;-1,99094049190963;-2,46446821068908;-2,9110288651734;-3,92180703286772;-4,57211348832463;-4,9097729226808;-5,28502356654501;-4,58014438117008
"1281";2,59944831263551;3,49983795902959;3,31371002388809;3,10930077926264;2,47524615014593;2,38930395042335;1,55006536403348;1,41015428586528;1,11991275257474;0,787484998010196;0,262109317523854;-0,103383502368461;-0,560416568068237;-0,851795589145843;-1,0131442742632;-1,58025798837623;-2,09955346414978;-2,47786263662405;-3,50974943765902;-3,34030206511387
"1301";-10,8451674895956;-10,918654845301;-9,49717243503118;-8,67873361339838;-7,78552873243178;-3,8135898264947;-2,5391094696195;-1,69670358614554;-0,583916911304438;0,150336388702764;0,700449475540604;1,83549658451023;2,83126405674306;3,63013093815028;5,06293515908849;7,09567604007396;8,72679260254632;9,36845908300755;10,0557199108994;9,04176320206478
"1321";-5,59256640040798;-5,13634675007239;-5,05742015882591;-4,72156724466454;-4,18104865347408;-2,66498781589044;-2,01794596478538;-1,67320940383591;-0,272620040723281;0,273390648941422;0,894746142542554;1,46341398822028;2,06602101819727;2,49112173102353;3,56407689260632;4,33998037236303;5,15122080814491;5,31491045065662;4,97897199085233;5,02150093432471
"1341";1,0305067611852;2,50292638231792;2,36995234068976;2,25538124336808;1,78761949895144;1,48628340428618;0,938397042022412;0,751838003749352;0,468595143680648;0,289431191345181;0,357772277320704;0,387643371611294;0,136748944981385;-0,0499773202614592;-0,193666996477058;-0,522291038340964;-1,04753788883273;-1,10668702792789;-2,63959763633607;-1,75804633510894
"1361";-5,58654041911259;-5,45493123978276;-5,60508627836045;-5,10876957062829;-4,59986181738832;-3,57044048103904;-2,77710713939034;-2,20466663252021;-0,996569700690051;-0,703130189622793;-0,307669488571625;0,344043802114684;0,939291592603759;1,28233463675926;2,31304669940841;3,0368425342178;3,79870042231845;3,87693262818126;3,99714455222316;4,3241833992775
"1381";-0,177597522279931;0,780327467458774;0,506784391006888;0,318136418678272;0,160545505755498;0,335568178385524;0,0580737122741762;0,0724843536256123;0,148864717432916;-0,032087377248853;0,00234990688982255;0,0676721641425083;-0,179450134271148;-0,133106445508919;-0,1662904151925;-0,18093767659773;-0,310671159170235;-0,131440953679101;-1,39375831209836;-1,5130541591898
"1401";2,3029463720364;3,65472151409099;3,57802279836689;3,50205855283954;2,70212082018434;2,03738624263838;1,268246194869;1,04128833801661;0,656360738272303;0,240830943655992;-0,704597139212657;-1,18656206810949;-1,97733940943645;-2,18193957390634;-2,37325912555232;-2,99876710752566;-3,48951622186559;-3,934467955047;-4,95244809625073;-4,53007064199724
"1421";-1,06290213687762;-0,581031571549784;-0,357059224332847;-0,111867565392559;-0,16006340049583;0,39311987946094;0,240885304827179;0,244317354287818;0,253186043697751;0,191529825377739;0,156283828775339;0,0319369187213317;-0,240963997827743;-0,225137472566533;-0,208640510733519;-0,0207392174503941;0,458314098223637;0,540413178961556;0,326624853804418;0,687955486066167
"1441";1,57427996299774;2,36616782226092;2,52240848028916;2,91559173362707;2,65057428073619;2,18489523961644;1,72463747448062;1,57168251932309;1,20159043578222;0,987958274301659;0,31014218565412;-0,141644138077212;-0,589078259762276;-1,00733028820367;-1,50266050357323;-1,9909138997567;-2,01517240739419;-2,00799017982304;-2,08599995687203;-1,4073786924031
"1461";-1,12036683674516;-0,361332592959685;-0,0731442983337576;0,00663229077923937;-0,126863114346446;0,0946014024496196;-0,13406218821363;-0,0833716351966166;-0,159700789184099;-0,356425613896881;-0,184422824291848;-0,065817977289471;-0,269773921195496;-0,118846389220159;-0,167973233874774;0,0166442919267672;0,311191998567527;0,638712380762189;0,223881939049117;0,0500153701070791
"1481";-6,33942650388255;-6,04845151772282;-6,23910939881919;-5,19646316320083;-4,55840407003695;-2,69388488017823;-2,11355871212549;-1,54897047030856;-0,675790625517233;-0,437053587847182;-0,0732024750568647;0,466131778632715;1,03409522459933;1,30306103898212;1,87127148733711;2,56462677540215;3,46890022619762;3,61505743832782;3,56581616769841;4,23040463633732
"1501";0,723267338828658;1,65216693366211;1,34691246226514;1,25372790513875;1,04817761863202;0,954772124817279;0,498810828189792;0,486818037665127;0,575656817393303;0,467176752596952;0,509316953008492;0,480462990565099;0,124396496738685;-0,0336204495056888;-0,167585794404919;-0,421554305340445;-0,721843345704423;-0,832741902766445;-2,17728628453817;-2,17856888679151
"1521";3,55324070874234;5,3180886490409;4,82306590008484;4,48596475643464;3,6138612342749;2,81305304716772;1,79156746197633;1,19458558631553;0,607168346860174;0,183860026522335;-0,168454800931134;-0,434716018629961;-0,712900785952294;-0,959043987399097;-1,21269108199263;-1,96663931924233;-2,6193646826513;-2,90072985800765;-4,41535273458143;-3,42536162310073
